Tiempo_Respuesta,Tiempo_comunidad,Sexo,Trabaja,Edad,Familia,Hobbies,Club_Social,Politica,Profesional,Medioambiente,Grupo_Apoyo
3.82,Medio,M,Si,33,1,0,0,0,1,1,0
3.21,Corto,F,Si,27,0,0,0,0,1,0,0
8.3,Largo,F,Si,25,0,0,0,0,0,1,0
5.78,Medio,F,No,41,0,1,0,0,0,1,0
8.42,Corto,M,Si,42,1,0,0,0,0,1,0
8.8,Largo,F,No,18,0,0,0,0,0,0,0
8.98,Medio,F,Si,30,1,1,0,1,1,0,1
5.67,Largo,F,No,34,1,0,0,0,1,0,0
9.73,Corto,M,No,46,0,0,0,0,0,1,0
7.58,Largo,M,Si,32,0,0,0,0,0,0,0
9.38,Largo,F,No,41,0,0,0,0,1,0,0
8.49,Largo,M,Si,22,0,0,0,0,0,0,0
4.21,Medio,M,Si,23,0,1,0,0,1,1,0
5.33,Largo,F,No,54,1,1,1,0,1,1,0
2.65,Medio,F,Si,31,1,0,0,0,0,0,0
9.24,Medio,F,Si,23,0,0,0,0,0,0,0
8.77,Largo,F,Si,42,0,1,0,0,0,1,0
6.2,Largo,M,Si,52,0,0,0,0,1,0,0
2.68,Corto,M,Si,22,1,1,1,0,0,1,0
7.66,Largo,F,Si,43,0,0,0,0,0,0,0
2.87,Largo,M,Si,53,1,0,0,0,1,0,0
6.37,Largo,M,Si,32,1,0,0,0,0,0,0
6.44,Largo,F,Si,52,0,0,0,0,0,1,0
4.55,Corto,F,Si,26,1,0,1,0,0,0,0
8.24,Medio,F,Si,29,0,0,0,1,1,0,1
3.53,Medio,M,Si,35,0,0,0,0,1,0,0
7.67,Largo,F,Si,32,0,0,0,0,0,0,0
2.77,Largo,M,No,31,0,0,0,0,1,0,0
3.17,Largo,F,No,19,0,0,0,0,1,0,0
8.68,Medio,M,No,28,0,0,0,0,1,0,1
4.29,Medio,M,No,30,0,1,0,0,0,1,0
5.37,Largo,M,Si,37,1,1,0,0,0,1,0
3.83,Largo,F,Si,35,1,1,1,0,0,1,0
3.54,Largo,M,Si,44,1,0,0,0,0,0,0
9.44,Medio,M,No,47,1,1,0,0,0,1,0
4.19,Largo,F,Si,34,0,1,0,0,0,1,0
4.68,Largo,F,Si,30,1,0,0,0,1,0,0
7.5,Corto,M,No,42,0,0,0,0,0,0,0
7.06,Largo,F,Si,48,0,0,0,1,0,0,0
4.7,Corto,M,No,31,1,0,0,0,0,0,0
9,Medio,M,No,46,0,1,0,0,0,1,0
6.84,Largo,M,No,45,0,1,0,0,1,1,0
5.21,Medio,M,No,26,0,0,0,0,0,1,0
3.53,Corto,F,No,21,1,1,0,0,0,0,0
9.46,Largo,F,Si,49,0,0,0,0,1,0,0
3.11,Medio,M,Si,35,0,0,1,0,1,0,0
5.83,Largo,M,Si,24,1,1,0,0,1,1,1
5.74,Largo,F,No,49,1,0,0,0,0,1,0
7.48,Medio,F,No,27,1,0,0,0,0,0,0
5.25,Medio,F,Si,32,0,0,0,1,0,0,1
7.15,Medio,F,Si,30,0,0,0,0,0,1,0
5.73,Largo,F,No,48,1,0,0,0,0,1,0
8.36,Medio,M,Si,38,0,0,0,0,0,0,1
6.26,Corto,F,No,40,1,0,0,0,1,0,1
9.37,Medio,M,Si,51,0,1,0,0,0,1,1
4.05,Corto,F,Si,37,0,1,0,0,1,1,0
4.61,Medio,M,No,23,0,1,0,0,0,1,0
9.43,Medio,F,No,45,0,1,1,0,1,1,0
4.69,Largo,M,No,21,0,1,0,0,1,0,0
7.89,Medio,M,Si,35,0,0,0,0,0,0,0
8.78,Medio,M,Si,23,1,0,0,0,1,0,0
9.64,Medio,F,No,51,1,1,0,0,0,1,0
5.04,Largo,M,Si,34,0,0,0,0,0,0,0
4.73,Largo,F,Si,53,1,1,1,0,0,1,0
8.79,Largo,F,Si,33,1,1,1,0,0,1,0
5.43,Corto,F,Si,25,0,0,0,0,1,0,0
7.1,Largo,M,No,46,0,0,0,0,1,0,0
9.13,Largo,F,No,24,0,1,0,0,0,1,0
3.09,Largo,M,Si,27,0,0,0,0,1,0,0
5.63,Largo,M,Si,42,0,1,1,0,1,1,0
3.59,Medio,M,No,38,0,0,0,0,0,0,0
5.86,Medio,M,Si,55,1,0,1,0,1,0,0
8.18,Largo,M,Si,47,0,0,0,0,0,0,0
4.93,Corto,M,Si,20,0,1,0,0,1,1,0
8.95,Medio,M,Si,27,0,0,0,0,1,0,0
4.36,Largo,M,Si,24,1,1,0,0,0,1,0
5.93,Corto,F,Si,29,0,0,0,0,0,0,0
9.36,Largo,M,Si,43,1,1,0,0,1,0,0
6.45,Largo,M,No,51,0,0,0,0,0,0,1
4.83,Largo,M,Si,28,1,0,0,0,0,0,0
7.21,Medio,F,No,38,0,0,0,0,0,1,0
4.99,Medio,F,No,22,1,1,0,0,1,1,1
3.87,Medio,F,No,45,0,0,0,0,0,0,0
6.72,Medio,F,No,41,0,0,1,0,0,1,1
4.96,Medio,M,Si,44,0,0,0,0,0,1,0
2.54,Medio,F,No,43,1,1,1,0,0,1,0
3.67,Corto,F,Si,51,1,0,0,0,1,1,0
4.52,Largo,M,No,33,1,0,0,0,1,0,1
4.02,Largo,F,Si,36,0,0,0,1,1,0,0
5.45,Largo,F,No,49,0,0,0,0,1,1,0
8.97,Largo,F,Si,26,0,1,1,0,1,1,1
8.72,Medio,M,No,24,1,1,0,0,0,1,0
3.65,Corto,F,No,38,0,0,0,0,0,0,1
4.09,Largo,M,Si,24,1,0,0,0,1,0,1
6.12,Largo,F,No,47,0,0,0,0,1,0,0
2.41,Corto,M,Si,41,0,0,0,0,1,0,0
5.45,Largo,F,Si,26,1,1,1,0,0,1,1
10.14,Medio,M,Si,48,1,1,1,0,0,1,0
9.94,Medio,F,No,37,1,0,0,0,0,0,0
5.37,Largo,F,No,44,1,0,0,0,0,0,0
7.75,Largo,F,No,31,0,0,0,0,0,0,0
9.64,Medio,M,No,42,1,0,0,0,0,1,0
8.03,Largo,M,No,37,1,0,0,0,0,1,0
9.07,Largo,F,No,50,0,0,0,0,0,0,0
9.49,Medio,F,Si,24,0,0,0,0,0,0,0
8.52,Largo,M,No,47,0,1,0,1,0,0,0
7.37,Largo,F,Si,51,0,1,1,0,0,0,0
6.62,Largo,M,Si,38,1,1,1,0,0,1,0
9.73,Corto,M,Si,49,1,0,0,0,0,0,0
8.02,Largo,F,No,34,1,0,0,0,1,0,0
5.27,Corto,F,No,52,0,0,0,0,0,0,0
7.84,Largo,F,Si,50,0,0,0,0,1,0,0
7.8,Corto,F,No,32,0,1,0,1,0,0,0
2.59,Largo,M,Si,46,0,0,0,0,1,0,0
7.29,Largo,F,No,50,1,0,0,0,0,0,0
8.21,Medio,M,Si,39,0,0,0,0,0,1,0
4.84,Medio,F,Si,21,1,1,1,0,0,1,0
4.38,Corto,M,Si,23,0,0,1,0,1,1,0
5.29,Medio,M,No,27,1,1,0,0,1,1,0
4.97,Largo,F,Si,24,0,0,0,0,0,1,0
5.2,Largo,F,Si,55,0,1,0,0,0,0,0
6.87,Medio,M,Si,19,0,0,0,0,0,0,0
9.22,Corto,F,No,55,0,0,0,0,0,1,0
5.92,Corto,M,Si,21,1,0,0,0,1,0,0
8.41,Corto,M,No,26,1,1,0,0,0,1,0
8.23,Medio,M,Si,39,0,0,0,0,0,1,0
2.22,Medio,M,Si,43,0,0,0,0,0,1,0
8.96,Largo,F,No,37,0,0,0,0,0,1,0
9.3,Corto,F,No,28,1,1,1,0,0,0,0
3.81,Medio,M,Si,48,0,0,0,0,0,1,0
7.29,Medio,M,No,39,0,0,0,0,1,0,0
8.95,Largo,M,No,30,0,0,0,0,0,0,0
4.3,Largo,M,Si,24,0,0,0,0,0,0,0
7.89,Corto,F,Si,37,1,0,0,1,0,0,0
3.72,Largo,M,No,50,1,0,0,1,1,0,0
5.08,Corto,F,No,46,1,0,0,0,0,0,0
3.79,Corto,M,No,41,0,0,0,1,1,1,0
4.83,Medio,F,No,40,1,0,0,0,1,1,0
8.66,Largo,F,No,19,0,1,0,0,1,1,0
2.62,Largo,F,Si,31,0,0,0,0,1,0,0
5.28,Largo,M,No,28,0,0,0,0,1,0,1
7.67,Largo,F,Si,36,0,0,0,0,0,0,0
2.3,Corto,F,Si,29,1,1,1,0,0,1,0
5.65,Corto,F,Si,47,1,1,0,0,1,0,0
3.23,Largo,M,No,54,0,0,0,0,1,0,0
9.78,Medio,M,No,36,0,0,1,0,0,1,0
3.75,Medio,M,No,42,1,1,0,0,0,1,0
2.53,Largo,F,No,47,1,1,1,0,0,1,0
4.02,Medio,M,Si,31,1,1,1,0,0,1,0
6.26,Medio,M,No,55,1,0,0,0,0,1,0
3.8,Largo,M,Si,55,0,1,0,0,1,0,0
3.16,Largo,M,Si,42,0,0,0,0,0,1,0
8.19,Medio,F,Si,55,1,1,1,0,1,0,0
9.41,Medio,F,Si,17,0,0,0,0,0,0,0
8.12,Largo,M,Si,39,1,0,0,0,0,1,0
6.41,Corto,F,Si,48,0,1,1,0,0,1,0
6.9,Medio,F,Si,43,0,0,0,0,0,1,0
9.67,Corto,F,No,31,0,0,0,0,1,0,1
6.25,Medio,M,Si,44,1,0,0,0,0,0,0
6.06,Medio,M,No,28,0,1,0,0,0,1,0
4.85,Medio,M,No,56,0,1,0,0,0,1,0
7.58,Medio,M,No,47,0,0,0,0,0,1,0
5.29,Largo,M,Si,27,0,0,0,0,0,0,0
3.44,Largo,F,No,48,1,0,0,1,0,1,1
5.69,Largo,F,No,29,0,1,0,0,1,1,0
8.69,Medio,F,Si,36,0,0,1,0,0,0,0
3.65,Largo,M,Si,29,0,0,0,0,0,0,0
8.97,Corto,F,Si,45,0,0,0,0,0,0,0
3.12,Largo,M,Si,36,0,0,0,0,1,0,0
7.4,Corto,M,No,48,1,1,1,0,0,1,0
8.53,Largo,M,No,40,1,0,0,0,1,0,0
3.23,Largo,M,No,24,0,0,0,0,0,0,0
8.33,Largo,F,Si,44,0,0,0,0,0,0,0
3.43,Largo,F,Si,37,0,0,0,0,0,0,0
5.24,Medio,F,No,35,1,0,0,0,1,0,0
6.34,Corto,F,No,38,0,1,0,0,0,0,0
5.3,Largo,M,No,22,0,0,0,0,0,0,0
7.29,Largo,M,No,34,0,1,0,0,1,0,0
6.93,Corto,M,No,29,0,0,0,0,1,0,0
4.58,Largo,M,No,22,0,0,0,0,0,0,0
4.94,Medio,F,Si,46,1,1,0,0,0,1,0
4.57,Largo,F,Si,23,1,1,0,1,0,0,1
9.49,Corto,M,No,47,0,0,0,0,1,0,1
6.86,Medio,F,Si,25,0,0,0,1,1,0,0
9.07,Medio,F,No,32,0,1,0,0,0,1,0
5.7,Medio,M,No,24,1,1,0,0,1,0,0
9.9,Medio,M,Si,20,0,0,0,0,1,0,0
3.49,Largo,M,No,35,0,0,0,0,0,0,0
9.81,Largo,M,Si,29,0,0,0,0,0,0,0
9.46,Medio,F,Si,27,1,1,0,0,1,1,0
2.18,Corto,F,Si,53,1,0,0,0,0,1,0
7,Largo,F,Si,25,0,0,0,0,0,1,0
6.68,Medio,F,No,36,0,0,0,0,0,0,0
5.44,Medio,M,Si,42,0,1,0,1,0,1,0
8.08,Medio,F,No,36,1,0,0,0,0,1,0
6.38,Medio,M,No,24,0,1,0,0,0,1,0
2.81,Largo,M,No,33,1,1,0,1,1,1,0
9.1,Medio,M,No,32,0,0,0,0,0,1,0
3.75,Medio,M,No,45,1,0,0,0,0,0,0
4.26,Largo,M,No,37,0,0,0,0,0,0,0
3.51,Largo,M,No,27,0,0,0,0,0,0,0
2.56,Largo,F,Si,43,0,0,0,1,0,0,1
5.34,Medio,F,Si,22,1,1,1,1,0,1,0
2.98,Largo,F,Si,56,0,0,0,0,0,0,0
7.54,Largo,M,No,25,0,1,0,0,1,1,0
6.21,Medio,F,No,23,0,0,0,1,1,0,1
3.87,Medio,F,No,45,0,0,0,0,0,0,0
6.75,Medio,M,Si,48,1,0,0,0,1,0,0
2.04,Medio,M,No,40,0,1,0,0,0,0,0
2.65,Largo,F,No,40,0,0,0,0,0,0,0
3.27,Largo,M,Si,26,0,0,0,0,0,0,1
8.02,Largo,F,Si,36,1,1,0,0,0,0,0
8.27,Medio,F,Si,38,0,0,0,0,0,0,0
7.83,Largo,M,No,27,0,0,0,0,0,0,0
4.86,Corto,F,No,29,0,1,0,0,0,1,0
8.32,Largo,F,No,55,1,1,0,0,0,1,1
6.87,Largo,M,Si,41,1,0,0,0,0,0,0
6.94,Corto,F,Si,54,0,0,0,0,0,0,0
9.89,Largo,F,No,36,0,0,0,0,0,1,0
7.46,Largo,M,No,39,1,1,0,0,0,1,0
9.97,Largo,M,Si,46,1,1,0,0,0,1,0
6.6,Medio,F,No,23,1,0,0,1,1,0,0
8.01,Largo,M,Si,19,1,0,0,0,0,0,0
6.62,Corto,M,Si,37,0,1,0,0,0,1,0
5.92,Medio,M,Si,28,0,0,0,0,0,0,0
7.79,Largo,F,No,22,0,1,0,1,0,0,0
4.06,Medio,M,No,44,1,0,0,0,0,1,0
7.03,Corto,F,Si,51,0,0,0,0,0,0,0
9.69,Largo,F,Si,43,0,0,0,0,0,0,0
6.11,Corto,M,Si,54,0,0,0,0,0,0,0
8.95,Medio,M,No,35,1,0,0,0,1,0,0
2.8,Largo,F,Si,47,1,0,1,0,0,1,0
3.47,Largo,F,Si,55,0,0,0,0,1,0,1
8.79,Medio,F,Si,36,0,0,0,0,1,0,0
6,Largo,M,Si,43,0,0,0,0,0,0,0
5.69,Largo,M,Si,32,1,1,1,0,1,1,0
5.72,Corto,F,No,41,0,0,0,0,1,0,0
7.45,Medio,M,No,41,0,0,0,0,0,0,0
7.83,Largo,F,Si,31,1,0,1,0,1,1,0
4.62,Largo,M,Si,48,0,1,0,1,0,1,0
7.05,Medio,F,Si,29,0,0,0,0,0,0,0
7.59,Medio,M,No,32,0,1,1,0,0,1,0
4.45,Corto,M,No,46,0,1,0,0,1,1,0
7.18,Largo,F,No,50,0,0,0,0,1,0,0
6.12,Medio,F,No,55,0,1,0,0,1,0,0
2.87,Largo,M,Si,34,1,0,0,0,0,0,0
7.63,Largo,M,No,19,0,1,0,0,0,1,0
5.38,Corto,M,Si,45,1,0,0,0,0,0,0
2.89,Largo,M,Si,56,0,0,0,0,0,0,0
8.19,Medio,M,Si,43,1,1,1,0,0,1,0
3.04,Medio,M,No,39,0,0,0,1,0,0,1
8.59,Medio,F,Si,49,0,0,0,0,0,0,0
9.65,Corto,M,Si,22,1,1,1,0,0,1,0
6.79,Medio,F,No,23,0,0,0,0,0,0,0
8.97,Largo,F,No,44,0,0,1,0,0,1,0
4.02,Medio,M,No,34,0,0,0,0,0,1,0
9.52,Corto,F,Si,35,0,0,0,0,1,0,0
5.37,Corto,F,No,17,0,0,0,0,0,0,0
2.98,Largo,F,Si,54,0,0,0,0,1,0,0
7.02,Corto,F,No,34,1,0,0,0,0,0,0
6.97,Corto,M,Si,36,0,0,0,0,1,0,1
8.31,Largo,F,No,39,0,0,0,0,0,0,0
10.02,Medio,F,Si,26,1,1,1,0,0,1,0
4,Medio,M,No,29,1,0,0,0,0,0,1
7.7,Medio,M,No,49,1,0,0,1,0,0,0
5.19,Medio,F,No,47,1,1,0,0,0,0,0
3.01,Corto,M,No,21,1,1,1,0,0,1,0
3.91,Largo,M,Si,23,0,0,0,0,0,1,1
5.97,Medio,F,No,37,0,0,0,0,0,1,0
5.21,Medio,M,Si,52,1,1,0,0,0,1,0
4.41,Medio,M,Si,29,0,0,0,0,1,0,0
6.78,Medio,M,No,41,0,0,0,0,0,0,0
2.45,Largo,M,Si,38,1,0,1,0,1,0,1
5.58,Largo,M,No,42,1,0,0,0,0,0,0
4.75,Medio,M,No,50,0,0,0,0,0,0,0
10.02,Medio,F,Si,49,0,0,0,0,0,0,0
5.73,Corto,F,Si,53,0,0,0,0,0,0,0
8.61,Largo,M,No,55,0,1,1,0,0,1,0
7.98,Largo,M,No,44,1,1,0,0,0,1,0
5.68,Corto,F,No,41,0,0,0,0,1,1,0
5.03,Medio,F,No,25,0,0,0,0,1,1,0
8.19,Medio,M,No,50,0,0,0,0,1,0,0
4,Largo,F,No,44,0,0,0,0,1,0,0
10,Corto,M,No,52,1,0,0,0,1,0,0
6.51,Largo,M,No,29,0,0,0,0,0,1,0
4.62,Largo,M,No,27,0,0,0,0,1,0,0
7.8,Medio,F,Si,38,0,0,0,0,0,0,0
5.54,Largo,M,No,29,1,1,1,0,0,1,0
8.32,Medio,F,No,45,0,0,0,0,0,1,0
2.8,Largo,M,Si,49,0,1,0,1,0,0,0
9.95,Corto,F,No,33,0,1,0,0,0,1,0
7.88,Medio,M,Si,37,0,0,0,0,0,0,0
5.04,Medio,F,Si,52,1,1,0,0,0,0,0
3.62,Corto,F,Si,50,0,0,0,1,1,0,1
5.51,Medio,F,Si,50,0,0,0,1,1,1,0
9.16,Largo,F,Si,50,0,0,0,0,0,0,0
9.38,Largo,F,Si,50,0,0,0,0,0,0,0
4.31,Corto,F,No,39,1,1,0,0,0,0,0
5.4,Largo,M,Si,40,0,0,0,0,0,0,0
4.81,Medio,F,No,28,0,0,0,0,0,1,0
4.76,Medio,M,Si,22,1,1,1,0,0,1,0
4.63,Largo,M,Si,28,1,1,1,0,0,0,0
2.95,Largo,F,No,26,0,0,0,0,0,0,0
4.03,Largo,F,Si,52,0,0,0,0,1,0,0
2.69,Corto,F,Si,36,0,0,0,0,0,0,0
6.42,Medio,M,Si,29,0,0,1,0,1,1,0
2.2,Medio,M,Si,45,0,0,0,0,0,0,0
7.76,Corto,F,No,22,0,0,0,0,1,0,0
2.94,Largo,F,Si,45,1,1,0,0,0,1,0
6.27,Largo,F,Si,45,1,0,0,0,0,0,0
6.69,Largo,M,Si,24,0,0,0,0,0,0,0
8.15,Corto,F,Si,48,0,1,1,0,1,1,0
7.54,Medio,M,No,53,0,0,0,0,0,1,0
2.47,Corto,M,No,21,0,0,0,0,0,0,0
3.89,Medio,M,Si,35,1,1,1,1,1,1,1
6.85,Corto,F,No,44,1,1,0,0,1,1,0
7.57,Corto,F,No,56,0,0,0,0,0,0,0
5.17,Largo,F,Si,29,1,0,0,0,0,0,0
8.61,Medio,M,No,50,0,0,0,0,0,0,0
2.34,Corto,M,No,43,0,0,0,0,0,0,0
3.8,Medio,M,Si,29,0,0,0,1,1,1,1
2.7,Medio,F,Si,42,1,0,0,0,1,0,0
9.3,Medio,F,Si,50,0,1,1,0,0,1,0
8.2,Medio,F,Si,28,0,0,0,0,0,0,0
4.93,Corto,F,No,19,1,1,1,1,1,1,1
10.06,Medio,M,Si,30,1,0,0,0,1,1,0
5.25,Largo,F,Si,43,0,0,0,0,1,0,0
9.3,Largo,M,Si,22,0,0,0,0,0,0,0
3.87,Medio,F,No,41,0,0,0,0,0,0,0
6.22,Largo,M,Si,35,0,0,0,0,0,1,0
2.65,Largo,F,Si,26,1,0,0,1,1,0,0
3.72,Medio,F,No,35,0,0,0,0,0,0,0
6.15,Medio,F,Si,44,1,1,0,0,1,1,0
9.88,Largo,F,Si,42,0,0,0,1,0,1,0
2.82,Largo,F,Si,39,0,0,0,0,0,0,0
7.44,Largo,F,No,26,1,0,0,0,0,1,0
2.53,Largo,F,No,41,1,1,1,0,0,1,0
5.18,Corto,M,No,27,1,1,1,0,0,0,0
6.61,Largo,F,No,51,1,0,0,0,0,0,0
4.63,Largo,M,Si,43,1,0,0,0,0,1,1
8.3,Medio,M,Si,56,0,0,0,1,1,0,1
7.83,Medio,F,Si,33,1,1,1,0,0,0,0
8.65,Medio,F,No,36,1,0,1,1,0,1,1
2.99,Largo,F,No,36,0,0,0,0,0,1,1
7.94,Medio,F,Si,52,0,0,0,0,0,0,0
9.62,Largo,M,Si,21,0,1,1,1,1,1,1
6.4,Corto,M,Si,33,0,0,0,0,0,0,0
4.73,Corto,M,No,27,1,1,0,0,0,1,0
9.31,Largo,F,No,53,0,0,0,0,1,0,1
4.34,Largo,M,No,53,0,0,0,1,0,0,0
7.62,Medio,F,Si,23,0,0,0,0,0,0,1
9.28,Medio,F,No,32,1,0,0,0,1,1,0
8.73,Medio,F,Si,27,0,0,0,0,0,0,0
3.14,Corto,M,Si,36,1,0,0,0,1,1,0
2.6,Largo,M,Si,36,1,1,1,0,0,0,0
9.43,Largo,F,Si,40,0,0,1,0,1,1,0
6.23,Medio,F,Si,19,0,0,0,0,0,1,1
8.31,Largo,F,No,49,1,0,0,0,0,0,0
2.14,Medio,M,No,38,0,0,0,0,1,0,1
9.08,Medio,M,No,26,0,0,0,0,0,0,0
5.76,Largo,F,Si,51,0,0,0,0,0,0,0
7.85,Corto,M,Si,51,0,0,0,0,0,0,0
4.71,Largo,F,No,40,0,0,0,0,0,0,0
5.62,Medio,M,Si,33,0,1,1,1,0,1,1
2.19,Largo,F,Si,33,0,0,0,0,0,0,0
8.8,Largo,M,Si,52,0,0,0,0,0,0,0
8.19,Largo,M,No,51,1,1,0,0,1,1,0
8.07,Largo,F,No,25,1,1,0,0,1,1,0
5.77,Corto,M,No,27,0,0,0,0,0,0,0
7.54,Largo,F,No,54,0,0,0,1,1,0,0
9.22,Largo,M,No,50,0,1,0,1,0,1,1
2.9,Corto,F,No,26,1,1,1,0,1,1,0
3.12,Medio,F,No,50,0,0,0,1,0,1,0
3.8,Medio,M,Si,22,0,0,0,0,0,0,0
8.43,Corto,F,Si,28,1,0,0,0,1,0,0
10.01,Corto,F,Si,53,0,0,0,0,0,1,0
3.35,Medio,F,No,45,0,0,0,0,1,0,0
2.56,Largo,M,No,49,0,0,0,0,1,0,0
7.19,Corto,M,No,41,0,0,0,0,0,1,0
8.04,Largo,M,No,46,0,0,0,0,0,0,0
9.42,Medio,F,Si,55,1,1,1,0,0,1,0
7.67,Largo,F,Si,23,0,0,0,0,0,0,0
8.09,Medio,F,Si,40,0,0,0,0,1,0,1
4.18,Medio,F,No,38,0,0,0,1,0,1,0
9.4,Medio,M,No,38,1,0,0,0,1,0,0
10.07,Medio,F,No,52,1,1,1,0,0,1,0
3.29,Medio,M,Si,20,1,0,0,0,0,1,0
5.67,Corto,F,Si,40,0,0,0,0,0,0,1
4.92,Corto,F,Si,29,1,1,0,0,0,0,1
9.18,Largo,M,No,50,0,0,0,0,0,0,1
7.89,Medio,F,No,27,0,0,0,0,0,0,0
3.2,Largo,F,Si,51,0,0,0,1,1,0,0
4.88,Largo,F,No,44,1,0,0,0,0,1,0
2.5,Largo,M,No,27,1,0,1,0,0,0,0
3.77,Medio,M,No,19,0,0,0,0,1,0,0
5.66,Medio,M,Si,20,0,0,0,0,1,0,0
4.86,Medio,F,Si,27,0,0,0,0,0,0,0
9.49,Largo,M,No,27,1,0,0,1,1,0,0
2.5,Medio,F,No,50,0,0,0,1,1,0,0
8.08,Medio,M,No,39,1,0,1,0,0,0,0
8.22,Largo,M,No,40,0,0,0,0,1,0,0
7.83,Largo,M,Si,29,1,0,0,0,0,0,0
9.67,Largo,M,Si,44,0,1,0,0,0,1,0
8.96,Corto,F,Si,52,0,0,0,0,0,0,0
2.25,Corto,F,No,45,1,0,0,0,0,1,0
7.89,Largo,F,No,32,0,1,0,0,0,1,0
4,Medio,M,No,34,1,0,0,0,0,0,1
3.63,Medio,M,Si,27,0,1,0,0,1,0,1
6.38,Largo,M,No,17,0,0,0,0,1,0,0
3.25,Corto,F,Si,50,0,0,0,0,1,0,0
7.51,Largo,F,Si,48,1,0,0,0,0,0,0
8.42,Medio,M,No,43,1,0,0,0,0,1,0
9.78,Medio,F,Si,56,1,1,1,1,0,1,0
7.04,Medio,F,Si,31,0,1,1,0,1,1,0
5.82,Corto,M,Si,35,0,0,0,0,0,1,0
5.75,Corto,M,No,39,1,1,0,0,0,1,1
9.96,Medio,M,No,32,0,0,0,0,0,1,0
7.08,Largo,F,Si,29,0,0,0,0,1,0,1
3.38,Largo,M,Si,23,1,0,0,1,0,1,0
2.56,Largo,F,Si,53,1,0,0,0,1,1,1
4.85,Corto,F,No,50,0,1,0,1,0,1,1
4.17,Largo,M,Si,51,1,1,0,0,0,0,0
6.38,Corto,F,Si,24,0,0,0,0,0,0,0
2.67,Corto,M,No,33,0,0,0,0,0,0,0
5.06,Medio,F,Si,39,0,0,0,0,0,0,0
9.47,Largo,M,No,27,1,0,0,0,0,0,1
3.83,Largo,M,Si,25,1,0,0,0,1,1,0
5.01,Medio,F,Si,42,0,0,0,0,0,0,0
5.28,Corto,F,Si,46,0,1,1,0,0,1,1
5.47,Medio,F,No,48,0,1,0,0,0,1,0
9.02,Medio,F,No,45,0,0,1,0,0,0,0
4.78,Medio,F,No,29,0,0,0,0,1,0,0
8.61,Largo,M,Si,44,0,0,0,0,0,0,0
2.68,Largo,F,No,37,1,0,0,0,0,0,0
6.92,Largo,M,No,23,0,0,0,0,0,0,0
2.36,Medio,M,No,33,1,1,0,0,0,1,0
9.6,Medio,F,Si,36,0,1,0,0,0,0,0
7.15,Corto,M,No,29,1,1,1,0,1,0,1
8.58,Largo,M,No,33,0,0,0,0,0,0,1
6.27,Medio,F,Si,50,0,0,0,0,1,0,0
6.66,Medio,M,Si,29,0,0,0,0,1,0,0
8.94,Medio,M,Si,43,0,0,0,0,1,0,0
8.77,Corto,F,No,37,0,1,1,0,1,1,0
2.93,Largo,M,No,22,0,0,0,0,0,0,1
2.38,Corto,F,No,47,0,0,0,0,1,0,1
7.22,Largo,F,No,20,1,1,0,0,1,1,0
3.96,Medio,F,Si,37,0,0,0,0,0,0,0
10.02,Corto,F,No,33,0,0,0,0,0,1,0
7.72,Largo,M,No,53,1,1,0,0,0,1,1
8.83,Largo,M,No,40,0,0,1,0,1,1,0
9.32,Largo,F,No,25,1,0,0,0,0,0,0
6.65,Largo,M,Si,39,0,0,0,0,0,0,0
2.22,Medio,F,No,28,0,0,0,0,0,1,0
3.32,Largo,F,No,52,0,0,0,0,1,0,0
3.61,Corto,F,No,47,0,1,0,0,0,1,0
6.59,Largo,F,Si,35,0,0,0,0,0,0,0
9.05,Corto,F,Si,50,0,1,0,0,0,1,0
6.54,Medio,M,No,45,0,0,0,0,0,0,0
7.28,Largo,M,No,33,0,1,0,0,1,1,0
9.73,Largo,M,No,51,0,0,0,0,0,1,1
2.64,Corto,F,No,49,1,0,1,0,0,1,0
4.8,Largo,F,Si,22,1,1,0,1,0,1,1
6.33,Medio,M,No,32,1,1,1,0,1,0,1
6.4,Largo,F,Si,50,1,1,1,0,0,0,1
7.89,Medio,M,Si,40,0,0,0,1,0,0,0
6.88,Corto,M,No,31,0,0,0,0,0,0,1
4.11,Medio,F,No,36,0,0,0,0,0,1,1
2.43,Largo,F,Si,36,0,0,0,0,0,0,0
3.21,Medio,M,No,45,0,1,0,0,0,1,0
8.93,Largo,M,Si,44,0,0,0,0,0,1,0
3.69,Corto,F,No,46,1,1,0,0,0,1,0
7.25,Corto,F,Si,31,0,1,0,0,1,1,0
6.66,Medio,M,No,51,0,0,0,0,1,0,1
9.57,Largo,M,Si,34,1,0,0,0,0,1,1
4.43,Medio,F,Si,35,0,0,0,0,0,1,0
5.02,Largo,M,No,35,1,1,0,0,0,1,0
2.53,Corto,M,No,55,0,1,1,0,0,0,1
5.81,Largo,F,No,42,1,1,1,0,0,1,0
3.86,Largo,F,Si,22,1,0,0,1,1,1,0
7.76,Largo,F,No,50,0,0,0,0,0,0,0
5.51,Medio,M,Si,37,0,1,0,0,0,1,0
4.1,Corto,M,No,24,1,0,0,0,0,1,0
2.7,Medio,F,Si,32,0,0,0,0,0,0,0
5.79,Medio,M,No,26,1,0,1,0,0,0,0
9.53,Medio,M,No,24,0,0,0,0,0,0,1
4.37,Medio,F,Si,27,1,0,0,0,0,0,0
8.83,Corto,F,No,49,0,0,0,0,0,0,0
4.49,Medio,M,No,40,1,1,0,0,0,1,0
